sample_id,ACAA2,ACAD11,ACCS,ACSL6,AGK,AGXT,ALDH1B1,ALDH2,ALKBH7,AMACR,AMT,APEX1,ARMCX2,ARMCX3,ATAD3A,ATAD3B,BAD,BAX,BCL2A1,BCL2L10,BCL2L2,CASP8,CHCHD5,COA4,COMTD1,COX20,COX6A1,COX8A,CPS1,CYP27B1,D2HGDH,DARS2,DHRS4,DHTKD1,DNAJC28,DNAJC30,DNLZ,DTYMK,ENDOG,FPGS,GATC,GCSH,GFER,GLDC,GLRX2,GPX1,GTPBP6,IMMP1L,LDHAL6B,LYRM9,MCU,METAP1D,MGARP,MICU3,MRPL14,MRPL23,MRPL38,MRPL53,MRPS24,MRPS34,MTFR2,MTG1,MTHFD2,MTX1,NAGS,NDUFA11,NDUFA2,NDUFA9,NDUFC2,NDUFS6,NEU4,OXR1,PABPC5,PAICS,PAM16,PDE2A,PDF,PDK2,PDK3,PET100,PET117,PEX11B,PIF1,PNPO,POLB,POLQ,PPIF,PREPL,PTPMT1,PTRH1,RAB24,RDH13,RNASEH1,ROMO1,SARS2,SCO2,SLC25A21,SLC25A23,SLC25A27,SLC25A34,SLC25A47,SLC25A6,SND1,SPHKAP,SPRYD4,STAR,SYNJ2BP,TEFM,TIMM13,TIMM23,TIMM8B,TOMM5,TSPO,TSTD1,TSTD3,UCP2,Target
CGGA_D52,8.925264445,4.8706894,7.465668868,13.27940106,8.984103347,4.182519388,9.97209483,12.4867575,10.5324619,6.387944304,9.931602708,12.40511668,7.401726619,7.894040243,9.631055435,9.332329196,9.362194948,10.05782223,5.389729908,5.458633989,12.05810708,7.138738966,9.852306868,10.55201753,8.0403883,9.432499441,10.63611451,10.88897518,8.915219697,6.191113669,9.752982359,9.264755245,7.37234991,11.73182196,5.235252106,4.182519388,5.669275629,9.718773659,7.725162022,10.71340775,9.425444596,8.359120034,9.517888383,11.43106887,8.4029769,12.38504284,4.182519388,9.307598871,4.492607158,9.296040068,9.737404083,9.054422176,5.146934168,10.23060313,10.01735552,9.961163829,7.207167386,6.931123428,5.146934168,10.73138628,6.476252455,7.45870554,12.05096705,9.252845982,7.939541338,8.861302303,9.780882227,9.083858191,10.6276917,11.34914585,11.5276432,12.1134415,9.049839648,11.81712102,6.226074219,12.48548696,6.387944304,10.53900995,8.313879329,6.432836426,6.226074219,8.486862329,7.776288591,10.42077912,9.534375302,7.465668868,11.59674124,13.16541017,7.248295799,4.993783574,8.497011454,6.372633063,9.560368188,10.67676412,5.613168454,7.684085524,6.191113669,13.37226569,10.06010067,7.019841416,4.799184186,4.182519388,12.54646382,11.69198491,8.816124323,7.57265637,9.443017354,8.900019836,11.04374769,8.644266898,10.59035087,7.264415098,8.738472846,7.138738966,6.29326416,8.724154123,Cancer
CGGA_D56,9.072862325,4.876191308,8.368902352,10.29176503,9.118054525,7.592017954,11.11961198,11.27468615,10.78892204,7.204392972,8.843134035,13.01622428,9.936000211,8.359505943,10.5358974,9.854955743,8.577718912,11.19791839,7.959751553,5.747216098,11.28338199,8.468393393,9.666409818,10.76605785,8.433007978,8.090683526,9.765538526,10.53797542,9.518443863,8.450809757,9.531023601,10.40083629,8.686832604,11.06446131,5.028140692,4.182519388,5.533374525,10.31376414,8.553218686,11.01459833,9.592325901,8.301796293,9.002296812,10.50223536,8.601808186,12.84848356,4.182519388,8.843134035,5.981693293,8.18955228,9.666409818,9.475700059,6.307910915,8.664138604,10.17643489,10.83865725,6.348397157,6.814467749,5.362440244,11.36054648,7.908997496,6.998672348,11.16602963,9.505753333,8.067752748,8.767106369,9.151041361,8.414982544,9.151041361,11.52460757,12.76046943,10.98291673,8.996257148,12.14650428,6.131917349,11.27717603,6.869659321,9.939149112,8.519887575,6.498901513,5.870232409,8.485764194,8.990192029,9.183289318,9.568117012,10.20025064,13.45629276,11.60311344,6.814467749,6.131917349,7.700737226,6.131917349,9.543494467,10.73015884,6.131917349,8.102012472,7.759319519,13.21760194,9.134642418,7.161228419,6.696915398,4.182519388,13.07928605,8.544958165,8.020757192,7.286924615,9.358240687,8.414982544,11.56592262,8.378237592,10.33064552,6.17823955,11.59814334,6.973815594,6.131917349,10.28435678,Cancer
CGGA_D57,10.69194043,4.182519388,9.602957918,10.97988343,9.239463945,8.18324989,10.2065567,12.05898914,10.57986746,6.957934179,8.86703844,12.66449602,8.925348799,7.492551898,10.11657737,9.780270065,8.616966999,11.23796699,6.628125983,5.509777913,11.53368757,9.802641471,10.09499057,10.23643974,7.718167173,7.37676038,10.10941762,9.946201137,10.37721688,8.350986077,9.706254989,9.892984981,9.346924574,10.68714004,5.509777913,4.182519388,5.136979948,10.48348368,6.821058267,10.91772304,9.246012051,8.024146278,9.246012051,10.65061858,7.961598631,13.86130422,4.182519388,8.53366514,6.003196533,8.925348799,9.303642615,9.435511479,6.003196533,8.575919952,9.497179369,10.10222214,6.856575152,6.542527467,4.740203583,11.00902579,7.276746683,7.021597446,11.82667911,9.109033805,9.346924574,8.575919952,9.545742753,8.196873536,9.815899535,12.3747422,10.3163391,11.63436888,6.891196733,13.11135464,6.451070948,9.942176604,5.278313872,10.59532331,8.815104823,6.130752893,5.400796297,8.522904247,8.113115703,10.06939059,8.957637693,8.832625233,10.76437335,12.29811438,6.856575152,5.278313872,7.302425026,6.003196533,9.400727647,11.02051986,6.542527467,7.77394784,6.402862552,12.70066804,8.647000452,7.92926626,7.276746683,4.182519388,12.65899114,8.575919952,8.433783364,7.51461312,9.802641471,8.941583823,11.54434328,8.196873536,10.00525868,6.542527467,10.57986746,9.766678646,7.021597446,10.95414152,Cancer
CGGA_D58,10.83801348,4.634641389,9.643914007,11.57694009,9.203408728,4.182519388,9.438563169,13.20037561,10.64414982,5.627076115,9.112516278,12.04979539,8.413628685,7.148411383,9.653613019,9.400661433,9.423521918,10.32624495,7.69577489,5.351389752,13.03128251,8.359210878,9.158679631,10.20839136,8.099298761,7.69577489,10.73371124,10.86329993,9.5007925,5.686147682,9.511500489,9.317665931,9.088867361,11.03012516,5.177783517,4.182519388,5.268689967,9.297179715,8.099298761,10.54692362,9.293047272,9.614419075,9.229594098,9.83503034,8.13680314,13.48618661,4.182519388,9.088867361,4.634641389,9.725880031,9.135782974,8.974779373,5.742266761,10.32016969,9.567303479,10.36216869,6.789829495,6.266438924,4.634641389,11.04001494,5.742266761,6.71557007,8.91145911,9.015495982,7.577512976,8.155192964,9.536180617,8.889717523,10.60803814,11.03631421,6.789829495,11.88742977,8.127518826,12.11498631,6.266438924,12.61708623,6.369292125,11.0848933,7.949182364,6.032062251,5.427556208,8.458683865,6.266438924,9.400661433,9.553554014,6.115116816,11.25799428,13.2225265,7.289733453,4.819353238,7.804943975,5.742266761,8.90062939,10.2706236,5.627076115,7.781397863,5.427556208,14.05034087,10.26219786,7.618038933,4.819353238,4.182519388,12.15705513,8.873192931,8.405979981,7.072002725,9.297179715,7.88441871,10.66985635,8.24375675,9.871499263,6.637016702,10.62620699,7.463405658,6.494967965,11.77497896,Cancer
CGGA_D59,9.157808853,4.751720698,8.16561685,10.99874461,9.79639652,4.182519388,10.60677596,11.85381667,10.08214059,6.338385717,8.797766235,12.86568948,8.661322282,7.449002895,10.69664622,10.04350856,8.640728195,10.4112987,6.750889954,4.982436814,11.29517939,8.24975986,9.179365313,10.60677596,8.440747721,7.350010705,9.895178331,10.54174597,9.86890211,7.350010705,9.554035935,9.79639652,8.711552114,12.04971921,5.156225384,4.182519388,5.424824355,9.946336237,8.367376342,10.68163217,10.3587763,8.879102162,9.451498458,10.98250175,7.628333385,12.75470913,4.182519388,8.905223158,4.751720698,7.768563749,9.855582188,9.586655341,4.982436814,8.797766235,9.597366435,10.43238164,7.350010705,6.90033251,5.300161727,10.97019844,7.066878908,6.90033251,12.11170305,9.135924738,7.066878908,8.711552114,9.135924738,8.598632664,9.801036543,10.89191732,12.2889074,12.14218109,9.548526852,13.21321873,6.583007684,10.98657965,6.969373916,9.999782533,8.499148636,5.727966181,4.751720698,8.0133509,9.509362009,9.581269791,9.214590734,8.404531101,12.32960356,11.83810602,6.935284774,4.182519388,7.669831431,6.036807136,9.782386158,10.06681176,5.966718599,8.303228758,5.892348807,13.09968523,9.248975005,7.787513505,4.751720698,4.182519388,13.1815549,8.487657021,8.276743706,5.892348807,9.135924738,8.440747721,10.98250175,8.499148636,10.08214059,6.669550148,10.63302963,5.535683403,6.036807136,10.37753281,Cancer
CGGA_277,10.29484883,4.567722127,8.905906419,11.95875021,8.038610412,7.081635652,9.202573928,13.32854416,10.82361501,6.673869563,9.710921626,11.87169312,7.067440152,6.085820191,9.488242695,9.927109317,9.265031657,10.21330794,5.703980784,5.662198338,12.27909411,7.163899206,9.459159169,10.39313762,8.442494951,7.009162103,11.23796717,11.14146596,8.335736713,7.350600139,10.41532239,8.409632303,8.485172841,9.330744469,4.946265642,4.182519388,5.573584652,9.39916928,7.934394199,10.33468074,8.239226287,8.722067054,9.029842896,9.998658152,8.774580546,12.3635123,4.182519388,9.511609259,5.662198338,9.665354805,8.761630912,8.708633354,5.703980784,10.47066046,10.24771654,10.34338484,6.59564545,6.226601691,5.370416931,11.14727604,6.085820191,6.61563093,7.903165057,8.730953606,7.109599625,8.940779671,9.710921626,9.015376571,10.88053287,11.42108205,9.827208126,12.225181,6.948326397,11.28916493,6.400899328,12.14199805,6.304180404,10.12182772,7.009162103,6.817962955,6.377381591,7.805150655,7.708962237,7.979992692,9.972709327,7.634677779,12.73238242,13.14722506,6.800761834,5.425123463,8.016909667,5.370416931,7.708962237,10.46269364,5.526399921,8.122261597,5.857343598,12.75647437,11.15718206,7.123373929,6.400899328,4.182519388,11.6982385,9.096639526,8.142431624,7.699886393,7.385137417,8.239226287,11.14893178,8.288293835,10.18453165,6.172149769,9.345270147,8.447899617,6.61563093,9.304223298,Cancer
CGGA_342,11.00628246,4.182519388,7.510723643,11.32946896,9.57022018,5.155225269,9.975468513,11.88004693,11.14517856,6.635616699,8.681326843,12.50148791,8.434994051,7.476058011,9.717102965,9.097700296,9.65323534,11.62108455,9.346136495,4.67573149,11.93792754,9.287928854,9.562058752,11.32103442,7.328196959,7.288671439,11.64830878,11.70404547,8.487757791,7.717466205,8.831643407,9.383674584,8.61175932,10.36597301,4.67573149,4.182519388,5.871393685,10.4278891,7.775463943,10.71770434,9.549729281,9.402083072,9.683643516,11.11343358,8.824830829,14.4189657,4.182519388,9.788788397,4.67573149,8.283994718,9.455937933,9.074924677,6.758530207,8.871854787,10.37996369,10.67484487,6.224277422,6.427231608,6.085103503,11.34737859,6.349799563,6.133216356,10.85758065,8.885012579,7.422410499,8.148392337,10.69363611,9.051782886,10.59713165,11.79211558,7.49349708,11.72611593,6.267485929,13.50044602,5.928442041,9.792280768,6.787598421,9.903024609,7.949135255,6.728828881,6.267485929,8.538650468,6.133216356,9.273001814,9.383674584,6.635616699,10.95268972,12.25308267,7.095560708,5.028769581,7.986378591,6.427231608,8.930139582,11.53097197,5.610377307,7.458401017,5.028769581,12.58889131,8.137409364,6.50037025,4.182519388,4.182519388,12.47131723,6.924352356,8.530292656,5.928442041,8.824830829,8.91097251,11.61419746,8.452798397,11.39292897,6.924352356,11.40779832,8.521885907,7.422410499,11.41007237,Cancer
CGGA_518,9.652404157,4.830348188,9.672300492,11.26662923,9.409285875,4.642510933,10.71258375,12.29448403,10.69810512,6.016391624,9.807379181,12.81298982,8.697981394,7.847710129,11.11018051,10.56967339,8.226724039,9.587523428,4.830348188,5.091304335,12.30778851,6.801518906,9.534155145,10.79954721,7.882478847,8.518789618,10.55902973,10.60459546,8.094852295,6.528507425,10.17117721,8.798085684,8.45115748,11.76418824,5.448116528,4.182519388,6.434469879,9.409285875,8.143356232,11.78716881,9.891818478,8.533395859,9.467389311,10.44803594,8.104685558,12.34233397,4.182519388,9.082328514,4.182519388,9.057311362,9.440565701,8.98485755,5.194574506,9.86036919,10.08970035,9.903086594,7.591286282,6.587705992,5.448116528,11.15915694,7.458812252,6.184646673,10.28751224,9.761682463,5.922835814,8.936276729,9.530525989,8.96346831,9.9500172,10.77829294,10.55009962,12.04469379,8.27102463,12.77670755,6.986368235,12.18338574,5.922835814,10.56967339,8.003169694,6.434469879,5.286881203,9.196706904,9.164274708,9.102033828,9.42109554,9.294126504,11.4496526,12.7919362,6.223428581,5.767201751,8.562170003,5.370827007,9.819324218,11.27206982,5.970510843,7.981971405,5.194574506,13.05374168,9.223936116,7.168513913,4.182519388,4.182519388,12.81560005,9.512241821,7.548491454,6.897043003,8.710882357,8.40423103,11.34202632,8.8101225,10.97526755,7.277950832,9.86036919,6.776560067,5.286881203,9.544988094,Cancer
CGGA_719,10.39407594,5.451051565,9.580261817,10.05657377,9.849754342,4.182519388,10.79440401,10.90833472,9.615114859,5.8250525,9.4317536,13.12506823,8.755438189,7.692345801,10.25077023,10.36571329,9.079018894,10.96074036,8.816678926,4.831919619,11.59309907,9.248501952,9.594304345,11.11960117,7.495147321,8.539841083,9.934970817,11.16732727,10.00495816,6.471251198,10.06667881,10.87710099,8.909543133,12.64992056,5.28947899,4.182519388,5.451051565,11.44800008,7.229872131,11.27798784,9.675801937,8.84046312,9.088976719,11.01130862,7.977403709,13.04621572,4.182519388,9.635629138,5.8250525,8.337181396,10.1919796,9.5445449,5.451051565,8.828620193,10.05149457,10.80651213,8.081193443,7.865473219,5.926672372,10.90833472,8.449846905,8.15911988,11.07024184,10.26838781,5.926672372,8.303295633,9.601274627,9.635629138,9.384042759,11.23159733,6.855289367,11.51224431,9.826152725,13.32241199,7.718406086,10.82448584,6.471251198,9.477934945,8.402641015,6.471251198,5.8250525,8.780248364,10.03099693,9.334697469,9.580261817,10.60635463,12.13690851,12.20251456,7.368747757,4.182519388,8.495549164,5.71378563,10.15457209,10.7760491,7.229872131,8.37028468,5.451051565,11.92281508,10.05149457,7.368747757,4.182519388,4.182519388,13.01133643,9.783896597,7.977403709,5.093474278,9.098866134,9.166252764,10.56774862,8.80463767,10.46454589,7.793838115,10.41795057,5.590381521,5.926672372,11.66634371,Cancer
CGGA_J023,10.68805004,5.282533617,9.67400084,9.345677109,9.540800986,4.182519388,10.85123768,11.57603137,9.930350039,5.91641172,9.287143466,13.96572079,8.852044199,7.906163519,10.92981071,10.6202781,8.914187093,10.59294188,5.8669197,4.640628833,11.11054404,9.478650282,9.235005905,11.50723561,7.268527571,8.225125016,10.28876133,10.67181157,12.22371564,6.690448975,9.134223003,10.47810109,8.401441447,12.01366949,5.282533617,4.182519388,5.581788228,10.37354164,7.849200439,11.53353231,10.14322059,8.712725011,10.28662995,11.07641042,8.179741207,12.50100999,4.182519388,8.880624193,4.827719015,8.207143746,9.930350039,9.341574109,6.42668932,9.522797986,10.70570371,9.696657925,7.386098056,7.178078848,5.581788228,11.40976022,7.494608761,6.792937889,10.66362326,9.333332881,6.053807364,7.753039102,9.504567209,8.852044199,9.551495803,10.31827451,11.44075504,11.65000771,11.00691518,13.666531,6.636149962,10.87128583,7.196642058,9.894405145,8.064561203,5.96394824,6.053807364,8.572531024,9.537218335,8.440408748,10.31827451,10.25427539,12.29964745,12.08958249,6.817401005,5.443203932,8.216162605,5.761247006,9.952032628,10.99782523,6.520508422,8.170489208,7.663211071,10.79687157,9.771741917,7.44912157,4.182519388,4.182519388,12.88696609,8.216162605,8.593415985,5.704558278,8.936135086,9.21719865,10.54203452,9.134223003,10.98342426,7.494608761,10.84255958,5.443203932,5.81527539,9.771741917,Cancer
CGGA_J024,10.54167956,5.043541335,10.16839838,11.65807282,9.926413876,4.182519388,9.858992464,13.62120155,10.63328877,6.734714543,9.280840196,12.43250416,7.087894456,7.760796515,9.721495174,9.827592683,9.455394515,10.45302701,6.210531239,4.684505144,11.29854416,8.472312882,9.441629498,10.46667729,8.149055424,8.369210502,10.29876928,10.53089145,11.22281755,5.172051975,10.4869135,9.80627297,9.128751115,11.66696762,4.88894266,4.182519388,5.706155677,9.802688826,7.68440312,10.65927791,9.71769362,10.00648508,9.117247283,10.60887591,7.552921205,14.03080485,4.182519388,8.802168019,4.182519388,9.33148677,9.80627297,9.027906961,5.89862048,9.311441337,9.606962878,10.44155223,7.158029598,6.570209914,4.88894266,10.80608497,5.556952924,6.734714543,8.865453379,9.260072145,6.299439588,8.674450953,9.495917681,9.105650783,10.9360537,10.55451967,10.92291134,10.91297539,8.435672656,13.15986107,6.49832795,10.27310317,5.89862048,10.55025232,8.236958963,6.570209914,5.706155677,8.102992401,6.011549208,9.824061223,8.837669776,5.773912043,13.14508328,12.37817449,8.137677964,4.182519388,7.968086746,5.473820624,8.610181485,10.663235,5.837915651,7.603666125,5.837915651,13.01024105,9.336454841,7.668618946,4.88894266,4.182519388,12.93041053,8.289279063,8.055396244,5.172051975,9.128751115,8.369210502,10.87253268,8.171542509,10.4461531,6.255752203,11.17788829,6.064336,6.299439588,11.73527866,Cancer
CGGA_J030,9.495371386,4.951079308,8.743553343,13.05981569,9.210409888,4.729146791,10.03482874,13.61524719,10.62273052,6.09656886,9.177891829,12.6579017,8.512432263,7.812435487,9.572421444,9.687725417,8.642212794,9.733173029,5.484832019,5.118478921,12.10834258,8.04757066,9.010684342,10.31137899,7.926999875,9.151338051,9.419539558,10.39574142,9.764154672,5.377670579,10.1698431,10.11253823,8.903350011,12.05388513,5.484832019,4.182519388,6.09656886,9.664452666,8.787356627,10.78036778,9.678461363,9.983103552,9.602123771,11.58897021,8.185252482,12.35857555,4.182519388,8.543439431,4.182519388,8.995832414,9.798765585,9.909798251,5.581916344,10.40138157,9.474109332,10.33219872,7.611409325,6.742859307,4.951079308,10.76075744,5.902630751,7.400071534,11.13370394,9.103656849,6.155019318,8.437366092,8.804510983,8.92703387,10.59346621,10.40699975,11.41171845,12.11864937,8.887341338,12.93415252,6.09656886,12.18799049,6.977648295,10.62755069,7.571591762,5.970746464,5.902630751,8.543439431,7.204745114,9.687725417,9.248486383,6.58799785,12.57923573,12.77547356,7.65013929,4.182519388,7.812435487,6.035256855,9.402757263,9.733173029,5.581916344,7.400071534,6.58799785,14.0835231,10.16653454,7.305799835,4.182519388,4.182519388,12.49866459,12.14661914,8.090284437,6.458892634,9.303777591,8.35815467,10.63475088,8.381236388,9.781564006,6.365267008,10.18300197,6.315822766,6.315822766,9.755370516,Cancer
CGGA_J042,10.33164485,4.182519388,9.575582394,9.615197163,8.988803458,4.182519388,9.329845422,12.19731068,10.53630998,6.593851694,9.15937999,12.58339591,8.786594254,7.731785496,10.21405706,10.20435224,9.205548752,11.00540821,7.429619615,5.121169182,12.0925029,8.777883355,8.571533074,10.64312884,8.803859312,7.713525151,8.973632446,10.47843804,9.519270416,6.370748667,9.832424378,9.686661734,8.934989994,11.30534972,5.260355044,4.730753681,6.101550011,10.1781488,8.377423162,10.77134378,9.438752798,8.854444547,9.565506176,10.74257923,8.19281937,13.37912252,4.182519388,8.205894565,4.730753681,7.902554768,9.503522833,9.311871107,5.757718751,8.733519136,10.01006407,9.949380051,7.130459775,6.67362036,4.953312879,11.0239149,6.160114208,7.073737707,10.6479097,9.172722813,6.509047974,8.561410917,9.382460575,8.650040512,9.7547496,10.79954588,8.950571732,11.30837238,8.760301611,12.200568,6.552121348,10.45134482,6.748949857,10.7822561,10.00634524,6.269723908,5.121169182,8.330473434,7.073737707,9.090745477,8.981237945,6.888178223,11.70341977,12.19567925,6.920886197,4.730753681,8.139290473,6.040115781,8.919237653,10.38702836,5.488462007,7.802569057,6.040115781,12.77856167,9.192508039,7.473833525,5.121169182,4.182519388,12.88159314,6.509047974,7.429619615,5.121169182,9.575582394,8.377423162,10.94648046,8.269537628,10.13792861,6.216091931,10.80811368,6.711807141,6.888178223,11.71940407,Cancer
CGGA_J100,9.523606273,5.129585399,7.892852423,9.93181124,9.6649038,4.735782639,10.67875145,11.94291582,10.21388697,6.435849461,9.458534433,13.4918417,9.065580287,7.825252979,10.9823368,11.36010949,9.080081253,10.48551962,6.874149624,5.129585399,11.18690449,8.55479911,9.191112667,10.85335034,8.162754384,8.605856504,9.441796678,10.48823777,8.655161208,7.559615218,10.5597558,10.16035159,9.12971428,12.66978797,4.735782639,4.182519388,6.482151961,10.27812685,7.034743243,10.95901411,10.4580526,8.293262987,9.60603556,12.24481864,7.772361172,12.7444349,4.182519388,8.255343669,4.735782639,8.003950287,8.990799516,9.601019583,5.499812426,9.994344824,9.883064132,9.300395852,8.092748676,7.600744443,5.848680388,11.10604815,5.848680388,7.381981873,11.56064361,9.419172828,6.435849461,9.036132584,8.655161208,9.828325584,10.31227583,10.25596694,10.43569601,11.90984965,9.528898572,12.31691414,7.517255694,12.70817712,6.232336079,9.866441792,8.828460265,6.839657889,5.499812426,8.983103197,7.495590673,8.739858455,10.08333634,6.692276894,11.18857655,12.49163925,6.767956144,5.129585399,7.925486965,4.960301701,9.802343099,10.44691762,6.692276894,7.825252979,5.687778927,12.75462908,9.712188091,8.862426883,4.960301701,4.182519388,12.54024652,8.903787323,8.585650828,6.435849461,8.480124207,8.683951819,10.93729856,8.255343669,10.15008861,8.305683005,10.93131896,5.499812426,6.117110191,10.5597558,Cancer
CGGA_J130,10.14997377,4.182519388,9.404258103,13.3800923,10.06430549,5.036393955,9.809092514,12.49095094,10.14997377,7.24812069,9.459016028,12.00701664,9.340060297,8.215034322,9.959051456,9.766321218,9.22626463,10.17061855,6.40627472,6.5181443,13.39683178,8.149741232,8.958042377,9.87096018,8.115942508,7.53255925,11.15213778,10.90848324,9.537438178,5.825130423,9.787865498,9.354575765,8.215034322,10.22295132,5.373661376,4.182519388,5.728371362,8.797199843,7.769263963,10.21502271,10.00115756,8.720748481,9.325397064,9.361779014,9.059035559,12.81319744,4.182519388,9.145076766,4.182519388,10.43233304,9.777133608,8.869790735,5.221059329,12.11212359,9.659343849,9.991906341,6.806748874,6.621349213,4.790639185,10.91339048,5.373661376,6.930958486,8.246597212,8.919486171,6.849411867,8.27747959,9.647606979,9.404258103,11.24654326,10.91828109,6.8907889,13.43315976,8.027776494,11.93162856,6.762713132,14.2693732,7.183612023,11.57544737,9.485633827,6.148943998,5.825130423,9.111274857,6.148943998,9.840358219,9.727826076,5.914513877,11.34062316,14.71153865,7.558088443,5.914513877,8.246597212,6.621349213,10.18286501,9.949525168,5.036393955,8.166345843,5.825130423,14.22269791,11.29622974,7.607806587,4.182519388,4.182519388,12.51778036,10.13324247,8.554443945,7.914250893,9.041192486,8.436374508,10.54413638,8.743009722,9.930281649,7.115982774,9.819589944,8.554443945,6.762713132,10.24258419,Cancer
CGGA_1002,10.03975483,4.765706592,8.815858835,11.3695341,7.261844134,4.182519388,8.54418758,13.04642154,11.08123534,5.530664613,10.44352148,11.66731686,7.308839896,5.370917775,10.55349298,11.39231417,9.137202724,11.03234677,5.981381094,6.454463414,11.9756581,7.474349024,10.03700317,9.794627011,9.205008515,7.299565716,10.67614913,10.98887834,7.694646196,7.860487997,10.83187465,7.749847382,9.079490438,9.712496451,4.854431162,4.182519388,6.419542621,9.917914305,9.84426989,11.23617737,7.885318079,9.079490438,10.26692185,9.257990264,8.652620757,13.53108338,4.182519388,9.668718099,4.182519388,9.837959606,9.008160728,9.002524562,6.365361945,10.46415012,10.40242658,11.42477176,7.232872114,6.471584167,5.326633668,11.42319244,6.054054561,7.538620637,7.65902369,9.187733519,6.585635517,9.786457522,8.770131837,9.302229292,10.49254333,12.08457118,8.496808217,11.44462818,6.383671638,12.30895648,7.299565716,12.83108268,6.940882196,9.647222591,6.988205175,7.432642416,5.877212209,7.474349024,8.169013331,7.252253155,9.373796691,7.089120842,10.98317287,13.03870716,5.877212209,5.001842562,8.630847963,5.179560236,6.774787647,11.24514399,5.602208509,8.317456842,5.001842562,13.15902687,10.91513586,8.371028684,5.065580391,4.182519388,11.53952058,8.612448463,7.756599247,6.601163362,7.045172082,7.885318079,11.6372083,8.915220578,10.06698649,6.774787647,11.16740446,8.456094626,6.122708932,11.15223093,Cancer
CGGA_1003,7.659233977,4.830182792,6.61583889,12.98938904,7.645782966,4.642392529,9.470469102,13.56569003,9.976203694,5.922431877,10.43572218,11.64438837,5.709971764,5.872802232,10.21631219,10.8418677,8.363246963,10.12789128,4.972512636,5.586829511,11.33090387,6.941871324,9.223231187,11.02950605,8.716602556,8.690801179,11.00880978,10.44922771,8.850782805,6.466067768,12.10676976,8.74194893,8.748216302,11.88056137,4.182519388,4.182519388,6.466067768,9.485535734,8.697295078,11.09110181,8.226060587,9.172912423,10.27599778,10.72618527,8.217034146,11.94325393,4.182519388,10.53857895,4.182519388,9.163571587,9.485535734,9.700922183,5.709971764,9.907966488,9.821575449,11.52740108,6.466067768,7.223714045,5.650109754,10.46450932,6.367365473,7.959806386,11.80079458,8.83908902,6.260609147,9.671584024,8.525432566,8.957374642,9.968183724,11.71715531,11.67262192,10.39043475,8.043992564,12.37684246,7.503749782,12.40829398,6.10290297,7.811434673,6.587194855,7.858753776,6.10290297,7.089914137,9.015658533,7.672558732,9.149445717,7.294793934,12.04522197,12.76520583,6.332744339,6.401094803,8.207950446,5.19432206,9.130393012,11.22273555,5.370534871,7.799355109,5.922431877,12.77787472,10.74507908,8.919016701,4.830182792,4.182519388,11.98689536,9.343903485,8.252803517,6.61583889,7.948925365,8.785257373,11.18978725,8.568593617,11.32463754,7.109831802,10.10613071,6.401094803,5.766827296,8.999995596,Cancer
CGGA_1010,8.410703511,6.747207775,10.56172466,10.47246641,10.19655666,4.182519388,9.930134723,9.706353934,10.63833733,6.628197269,8.779505427,12.75968397,5.782762707,7.514697793,11.58371767,13.67275909,8.752140537,11.77908105,5.782762707,4.182519388,11.28806543,8.606908824,9.050468744,9.42410795,8.544439739,9.572130103,7.302507046,7.224016692,11.65182112,7.912909982,9.648236335,10.04717994,7.75568361,12.75280902,4.182519388,4.182519388,7.640300865,8.752140537,11.14311094,12.27040582,10.80048293,7.140865328,10.32264428,12.50328485,6.856650496,11.39349372,4.182519388,9.648236335,5.137012938,7.862404735,9.219736295,10.05837837,4.182519388,9.633333225,10.57737622,10.48081295,8.884036814,7.75568361,5.137012938,10.90960505,6.190041331,8.884036814,13.43256189,10.42134659,9.353100654,9.116298021,7.140865328,8.479128772,10.10232212,8.18334108,12.63062501,8.933585152,9.334788128,11.20486825,8.141674056,11.99255941,10.11310194,9.540525365,7.75568361,8.606908824,5.509822358,9.316239787,10.21668692,9.917890125,10.11310194,10.20665692,9.540525365,10.80713556,6.497653574,5.509822358,9.137588732,7.224016692,9.556414378,8.544439739,7.961687941,7.224016692,5.782762707,11.20486825,10.10232212,7.912909982,5.782762707,4.182519388,13.34499139,11.7891962,9.179248272,7.447452568,8.098757143,9.587676284,12.15259783,7.810043775,9.072748018,7.578890693,8.576013906,5.137012938,7.640300865,9.633333225,Cancer
